SaleID,Data,ProductID,CustomerID,SellerID,Quantidade,PrecoUnitario,DescontoPct,CustoUnitario,Receita,CustoTotal,Lucro,Canal,FormaPagamento,Regiao,Estado
41,2024-01-02,45,117,1,3,2314.38,0.0930270197295898,1511.91,6297.24,4535.73,1761.51,Loja Física,Crédito,Centro-Oeste,MT
42,2024-01-02,22,93,7,1,160.11,0.06457940864460875,133.97,149.77,133.97,15.8,Loja Física,Crédito,Norte,AM
43,2024-01-02,22,185,13,1,176.94,0.045492681068586734,133.97,168.89,133.97,34.92,E-commerce,Crédito,Centro-Oeste,GO
44,2024-01-02,12,144,10,1,3688.94,0.05193592508882808,2447.44,3497.35,2447.44,1049.91,Loja Física,Débito,Norte,AM
45,2024-01-02,30,101,7,1,495.03,0.04511870563583305,312.5,472.69,312.5,160.19,Representante,Débito,Sudeste,RJ
46,2024-01-02,56,69,13,1,109.52,0.0679956624568241,63.89,102.07,63.89,38.18,E-commerce,Crédito,Centro-Oeste,DF
47,2024-01-02,49,220,11,1,1157.76,0.06617913658040325,727.8,1081.14,727.8,353.34,Loja Física,Crédito,Sul,RS
48,2024-01-02,33,161,13,1,286.16,0.04176634412969153,198.02,274.21,198.02,76.19,E-commerce,Crédito,Norte,AM
49,2024-01-02,33,168,10,1,273.49,0.016012439032070357,198.02,269.11,198.02,71.09,E-commerce,Pix,Centro-Oeste,DF
50,2024-01-02,46,130,13,1,120.62,0.0341519652257144,90.49,116.5,90.49,26.01,E-commerce,Crédito,Sudeste,ES
51,2024-01-02,8,93,10,1,248.27,0.04350697344697855,159.8,237.47,159.8,77.67,Loja Física,Crédito,Norte,AM
52,2024-01-02,7,196,10,1,5423.19,0.05614599041753219,3103.15,5118.7,3103.15,2015.55,Loja Física,Pix,Centro-Oeste,MT
53,2024-01-02,36,217,5,4,565.25,0.10779132677229929,390.97,2017.28,1563.88,453.4,E-commerce,Débito,Norte,AM
54,2024-01-02,24,192,3,5,101.92,0.005588597914362909,77.63,506.75,388.15,118.6,Loja Física,Boleto,Norte,PA
55,2024-01-02,39,96,8,2,3462.77,0.037261392066746175,2168.19,6667.48,4336.38,2331.1,E-commerce,Crédito,Sudeste,SP
56,2024-01-02,55,13,7,1,602.66,0.030420076832655178,318.14,584.33,318.14,266.19,E-commerce,Crédito,Norte,AM
57,2024-01-02,22,141,11,1,168.1,0.09968047089126181,133.97,151.34,133.97,17.37,Loja Física,Pix,Centro-Oeste,GO
58,2024-01-02,28,206,4,1,1574.31,0.0718477455137092,1292.14,1461.2,1292.14,169.06,Loja Física,Pix,Sudeste,ES
59,2024-01-02,35,140,9,1,343.43,0.03498629083243911,279.36,331.41,279.36,52.05,Representante,Pix,Nordeste,CE
60,2024-01-02,53,42,10,1,3693.17,0.06540863033133437,2585.66,3451.6,2585.66,865.94,Loja Física,Pix,Norte,AM
61,2024-01-02,23,75,2,4,631.32,0.0399212846645175,428.91,2424.47,1715.64,708.83,Loja Física,Débito,Nordeste,PE
62,2024-01-02,17,7,14,1,186.85,0.03464099874715273,151.37,180.38,151.37,29.01,Televendas,Débito,Sudeste,RJ
63,2024-01-02,37,166,3,1,418.76,0.07625550087302373,310.29,386.83,310.29,76.54,Representante,Pix,Nordeste,CE
64,2024-01-02,45,132,4,1,1986.54,0.06140064561085345,1511.91,1864.57,1511.91,352.66,Loja Física,Crédito,Sul,SC
65,2024-01-02,26,19,7,1,753.35,0.00016051349082301172,580.32,753.23,580.32,172.91,Loja Física,Pix,Nordeste,BA
66,2024-01-02,58,148,12,1,1141.88,0.09466346729488705,848.57,1033.79,848.57,185.22,Loja Física,Crédito,Centro-Oeste,DF
67,2024-01-02,3,205,12,3,65.87,0.013117261729645203,42.48,195.02,127.44,67.58,Loja Física,Crédito,Nordeste,PE
68,2024-01-02,56,161,6,1,95.91,0.041981866516582825,63.89,91.88,63.89,27.99,Representante,Débito,Norte,AM
69,2024-01-02,16,118,5,5,195.18,0.014539804322890669,114.99,961.71,574.95,386.76,Televendas,Crédito,Norte,AM
70,2024-01-02,20,185,2,1,5344.12,0.010657778907980666,3682.39,5287.16,3682.39,1604.77,Loja Física,Crédito,Centro-Oeste,GO
71,2024-01-02,1,117,6,1,2606.16,0.07952618252962206,2066.57,2398.9,2066.57,332.33,E-commerce,Crédito,Centro-Oeste,MT
72,2024-01-02,28,117,8,1,1535.48,0.09178288264405102,1292.14,1394.55,1292.14,102.41,Representante,Crédito,Centro-Oeste,MT
73,2024-01-02,60,178,12,1,464.2,0.08752341678431773,311.51,423.57,311.51,112.06,Representante,Crédito,Sudeste,ES
74,2024-01-03,28,157,13,2,1729.29,0.10953317250859258,1292.14,3079.75,2584.28,495.47,Loja Física,Crédito,Sul,RS
75,2024-01-03,2,10,8,2,863.11,0.03379169840321178,652.08,1667.89,1304.16,363.73,E-commerce,Pix,Nordeste,CE
76,2024-01-03,56,33,6,1,97.11,0.05707744748330826,63.89,91.57,63.89,27.68,Loja Física,Pix,Norte,AM
77,2024-01-03,22,59,11,1,174.61,0.07031248616061393,133.97,162.33,133.97,28.36,Representante,Crédito,Sudeste,RJ
78,2024-01-03,5,95,5,6,3603.87,0.03624916962195895,2401.6,20839.4,14409.6,6429.8,Loja Física,Débito,Norte,PA
79,2024-01-03,37,202,10,1,393.33,0.017015054433325807,310.29,386.64,310.29,76.35,E-commerce,Débito,Nordeste,BA
80,2024-01-03,1,51,13,1,2735.64,0.007507158163242614,2066.57,2715.1,2066.57,648.53,E-commerce,Pix,Sudeste,SP
81,2024-01-03,32,34,12,1,1368.67,0.051479353228711604,874.92,1298.21,874.92,423.29,E-commerce,Boleto,Centro-Oeste,MT
82,2024-01-03,54,118,3,1,1274.67,0.05306490372856912,932.33,1207.03,932.33,274.7,Loja Física,Débito,Norte,AM
83,2024-01-03,5,57,1,1,3598.48,0.04755650336960227,2401.6,3427.35,2401.6,1025.75,E-commerce,Débito,Nordeste,PE
84,2024-01-03,51,103,6,1,93.5,0.034807023121549555,66.09,90.25,66.09,24.16,Loja Física,Boleto,Sudeste,MG
85,2024-01-03,18,30,11,1,4491.92,0.06437198748027373,3306.91,4202.77,3306.91,895.86,Loja Física,Pix,Nordeste,PE
86,2024-01-03,33,216,12,1,321.81,0.03455204641860983,198.02,310.69,198.02,112.67,E-commerce,Crédito,Norte,PA
87,2024-01-03,29,132,10,3,2602.01,0.028889046022067624,1736.02,7580.52,5208.06,2372.46,Loja Física,Crédito,Sul,SC
88,2024-01-03,24,69,2,1,106.3,0.06795487594235647,77.63,99.08,77.63,21.45,E-commerce,Crédito,Centro-Oeste,DF
89,2024-01-03,43,203,3,1,401.62,0.03796290400036478,222.3,386.37,222.3,164.07,E-commerce,Pix,Sudeste,ES
90,2024-01-03,11,118,8,1,522.97,0.06347496318782767,320.34,489.77,320.34,169.43,E-commerce,Crédito,Norte,AM
91,2024-01-03,32,195,11,1,1332.11,0.020486573040627953,874.92,1304.82,874.92,429.9,Loja Física,Crédito,Nordeste,PE
92,2024-01-03,19,21,5,1,1024.98,0.02846472181943336,597.22,995.8,597.22,398.58,Representante,Crédito,Sudeste,ES
93,2024-01-03,6,1,5,1,268.56,0.026042442148223034,220.14,261.57,220.14,41.43,Loja Física,Crédito,Sudeste,ES
94,2024-01-03,14,218,13,1,83.7,0.011997686838521732,56.94,82.7,56.94,25.76,Televendas,Débito,Centro-Oeste,GO
95,2024-01-03,22,56,14,1,174.19,0.030712709197009115,133.97,168.84,133.97,34.87,Televendas,Crédito,Sudeste,MG
96,2024-01-03,47,127,8,1,214.01,0.08733748534889049,162.51,195.32,162.51,32.81,Loja Física,Crédito,Sudeste,ES
97,2024-01-03,24,130,13,1,120.1,0.03942073662836042,77.63,115.37,77.63,37.74,Loja Física,Crédito,Sudeste,ES
98,2024-01-03,43,18,10,1,333.73,0.025465011454035482,222.3,325.23,222.3,102.93,Loja Física,Crédito,Norte,AM
99,2024-01-03,55,28,10,1,506.55,0.06413378926002154,318.14,474.06,318.14,155.92,Televendas,Débito,Centro-Oeste,MT
100,2024-01-03,13,212,9,1,1639.39,0.10959888277780053,1224.05,1459.71,1224.05,235.66,Televendas,Boleto,Sudeste,MG
101,2024-01-03,47,111,6,1,229.19,0.0616407636592756,162.51,215.06,162.51,52.55,E-commerce,Crédito,Centro-Oeste,DF
102,2024-01-03,19,42,9,1,1053.79,0.04679494875795428,597.22,1004.48,597.22,407.26,Loja Física,Crédito,Norte,AM
103,2024-01-03,59,184,11,5,4579.27,0.04125938473381142,2982.45,21951.66,14912.25,7039.41,Loja Física,Crédito,Sudeste,ES
104,2024-01-03,22,21,6,1,184.64,0.029173831388384544,133.97,179.25,133.97,45.28,E-commerce,Débito,Sudeste,ES
105,2024-01-03,30,95,8,2,496.42,0.013380997671779242,312.5,979.55,625.0,354.55,Representante,Pix,Norte,PA
106,2024-01-03,40,36,8,1,751.12,0.04830182335008336,424.92,714.84,424.92,289.92,E-commerce,Crédito,Centro-Oeste,DF
107,2024-01-03,4,79,6,4,207.97,0.05850984706937654,143.92,783.21,575.68,207.53,Loja Física,Pix,Nordeste,BA
108,2024-01-03,57,194,11,1,296.75,0.014765301685443611,211.34,292.37,211.34,81.03,Representante,Débito,Centro-Oeste,DF
109,2024-01-03,6,154,6,1,288.47,0.06370431744019406,220.14,270.09,220.14,49.95,Loja Física,Pix,Sudeste,RJ
110,2024-01-03,12,47,1,1,3960.81,0.016769598754620807,2447.44,3894.39,2447.44,1446.95,Televendas,Débito,Centro-Oeste,GO
111,2024-01-03,11,100,13,1,542.82,0.021850797247294693,320.34,530.96,320.34,210.62,Televendas,Crédito,Sul,RS
112,2024-01-03,10,5,7,1,1639.26,0.009747638581739368,983.95,1623.28,983.95,639.33,E-commerce,Crédito,Centro-Oeste,DF
113,2024-01-03,20,65,5,1,5555.06,0.009523629610218912,3682.39,5502.16,3682.39,1819.77,Loja Física,Boleto,Nordeste,PE
114,2024-01-04,31,49,5,2,245.72,0.031787878382912985,150.28,475.82,300.56,175.26,E-commerce,Pix,Nordeste,BA
115,2024-01-04,12,35,1,1,4081.93,0.03508841686602426,2447.44,3938.7,2447.44,1491.26,Representante,Crédito,Nordeste,PE
116,2024-01-04,8,11,9,1,276.5,0.08950987282898348,159.8,251.75,159.8,91.95,E-commerce,Crédito,Sudeste,RJ
117,2024-01-04,37,5,3,1,357.07,0.03721556849346857,310.29,343.78,310.29,33.49,Loja Física,Crédito,Centro-Oeste,DF
118,2024-01-04,45,42,9,1,2503.82,0.02203253219646103,1511.91,2448.65,1511.91,936.74,E-commerce,Crédito,Norte,AM
119,2024-01-04,32,179,13,1,1370.31,0.09352874624550565,874.92,1242.15,874.92,367.23,E-commerce,Crédito,Nordeste,CE
120,2024-01-04,25,145,1,1,295.74,0.03109838597304514,184.6,286.54,184.6,101.94,Televendas,Crédito,Sul,PR
121,2024-01-04,40,179,7,1,741.2,0.07137873348939283,424.92,688.29,424.92,263.37,Loja Física,Crédito,Nordeste,CE
122,2024-01-04,8,42,4,1,278.37,0.07541385715608792,159.8,257.38,159.8,97.58,Loja Física,Pix,Norte,AM
123,2024-01-04,39,155,4,7,4003.32,0.0501978992209932,2168.19,26616.53,15177.33,11439.2,Representante,Pix,Sul,PR
124,2024-01-04,27,183,1,1,1867.38,0.03804068960093844,1324.8,1796.34,1324.8,471.54,Loja Física,Pix,Sul,RS
125,2024-01-04,59,74,1,1,4325.46,0.04351617460088161,2982.45,4137.23,2982.45,1154.78,E-commerce,Crédito,Sudeste,RJ
126,2024-01-04,45,216,4,1,2202.82,0.03754600986089704,1511.91,2120.11,1511.91,608.2,E-commerce,Débito,Norte,PA
127,2024-01-04,47,68,12,1,235.8,0.02729799384170125,162.51,229.36,162.51,66.85,E-commerce,Crédito,Sul,PR
128,2024-01-04,36,36,10,1,610.56,0.039741712500571694,390.97,586.3,390.97,195.33,Loja Física,Crédito,Centro-Oeste,DF
129,2024-01-04,10,104,6,1,1420.66,0.017898738480161932,983.95,1395.23,983.95,411.28,Loja Física,Crédito,Norte,PA
130,2024-01-04,43,140,10,1,403.81,0.03258442363950455,222.3,390.65,222.3,168.35,Representante,Crédito,Nordeste,CE
131,2024-01-04,47,104,12,1,252.43,0.04344850037790186,162.51,241.46,162.51,78.95,Loja Física,Débito,Norte,PA
132,2024-01-04,31,122,9,1,245.92,0.08200190885159397,150.28,225.75,150.28,75.47,Televendas,Pix,Norte,PA
133,2024-01-04,22,11,7,1,165.86,0.07009221514137506,133.97,154.23,133.97,20.26,Loja Física,Crédito,Sudeste,RJ
134,2024-01-04,36,182,7,3,654.14,0.10188383036941898,390.97,1762.48,1172.91,589.57,E-commerce,Crédito,Sudeste,ES
135,2024-01-04,40,143,5,1,698.86,0.043215504634442806,424.92,668.66,424.92,243.74,Televendas,Crédito,Nordeste,PE
136,2024-01-04,57,117,10,1,295.39,0.013585252520437387,211.34,291.38,211.34,80.04,Representante,Débito,Centro-Oeste,MT
137,2024-01-04,11,38,2,1,575.32,0.049230165599605184,320.34,547.0,320.34,226.66,Loja Física,Boleto,Sudeste,RJ
138,2024-01-04,43,187,12,2,362.11,0.0,222.3,724.22,444.6,279.62,Loja Física,Pix,Norte,AM
139,2024-01-04,52,198,5,2,377.3,0.0,239.93,754.6,479.86,274.74,E-commerce,Crédito,Norte,AM
140,2024-01-04,22,154,12,1,176.96,0.08028423777632394,133.97,162.75,133.97,28.78,E-commerce,Crédito,Sudeste,RJ
141,2024-01-04,41,177,4,1,6120.44,0.031184368680289763,3742.16,5929.58,3742.16,2187.42,Loja Física,Crédito,Sudeste,MG
142,2024-01-04,13,215,3,1,1628.87,0.03310073247191037,1224.05,1574.95,1224.05,350.9,E-commerce,Pix,Sul,RS
143,2024-01-04,29,49,13,1,2950.93,0.05333001659850212,1736.02,2793.56,1736.02,1057.54,Loja Física,Crédito,Nordeste,BA
144,2024-01-04,1,78,3,1,2206.31,0.051830137038449235,2066.57,2091.96,2066.57,25.39,Televendas,Pix,Sul,SC
145,2024-01-04,50,166,3,1,169.42,0.0749035746325527,96.08,156.73,96.08,60.65,Loja Física,Pix,Nordeste,CE
146,2024-01-04,39,131,10,1,3559.68,0.06504540886847246,2168.19,3328.14,2168.19,1159.95,Loja Física,Crédito,Centro-Oeste,DF
147,2024-01-04,23,55,12,2,590.11,0.08048573163558781,428.91,1085.23,857.82,227.41,E-commerce,Pix,Norte,AM
148,2024-01-04,57,67,8,1,324.38,0.032980107338006485,211.34,313.68,211.34,102.34,E-commerce,Pix,Centro-Oeste,GO
149,2024-01-04,57,67,3,1,275.11,0.025415678968928157,211.34,268.12,211.34,56.78,Representante,Crédito,Centro-Oeste,GO
150,2024-01-04,32,88,14,1,1229.74,0.011989342296257127,874.92,1215.0,874.92,340.08,E-commerce,Crédito,Sul,PR
151,2024-01-04,18,7,10,1,4482.94,0.004977728472293941,3306.91,4460.63,3306.91,1153.72,Televendas,Crédito,Sudeste,RJ
152,2024-01-04,60,82,2,2,413.97,0.10278315145723353,311.51,742.84,623.02,119.82,Representante,Pix,Sudeste,SP
153,2024-01-04,2,195,7,1,905.4,0.05031373890126968,652.08,859.85,652.08,207.77,Representante,Crédito,Nordeste,PE
154,2024-01-04,30,137,2,2,484.44,0.03514946469165316,312.5,934.82,625.0,309.82,E-commerce,Pix,Sudeste,SP
155,2024-01-04,30,120,11,2,485.01,0.10692088414929435,312.5,866.3,625.0,241.3,E-commerce,Crédito,Sul,SC
156,2024-01-04,51,209,14,1,88.76,0.0824153604693455,66.09,81.44,66.09,15.35,E-commerce,Boleto,Sul,SC
157,2024-01-04,9,22,11,1,2572.41,0.05302850748929465,1643.53,2436.0,1643.53,792.47,E-commerce,Boleto,Centro-Oeste,DF
158,2024-01-04,6,146,5,2,265.13,0.029932982606820528,220.14,514.39,440.28,74.11,Televendas,Pix,Sul,RS
159,2024-01-04,37,153,6,2,417.92,0.09965381967891028,310.29,752.55,620.58,131.97,Loja Física,Boleto,Sul,SC
160,2024-01-05,7,138,13,2,5578.88,0.020089853270610327,3103.15,10933.6,6206.3,4727.3,Loja Física,Boleto,Sul,PR
161,2024-01-05,46,64,2,1,121.66,0.03397116725792584,90.49,117.53,90.49,27.04,Loja Física,Crédito,Centro-Oeste,DF
162,2024-01-05,36,115,10,1,643.16,0.07415184340860524,390.97,595.47,390.97,204.5,Televendas,Crédito,Norte,AM
163,2024-01-05,36,113,11,1,614.82,0.08264764129674781,390.97,564.01,390.97,173.04,Representante,Crédito,Norte,PA
164,2024-01-05,47,152,6,1,210.62,0.027522120425188815,162.51,204.82,162.51,42.31,Loja Física,Pix,Norte,AM
165,2024-01-05,47,148,3,1,235.33,0.06682462348437287,162.51,219.6,162.51,57.09,Representante,Crédito,Centro-Oeste,DF
166,2024-01-05,45,201,10,1,2090.97,0.03341708345676968,1511.91,2021.1,1511.91,509.19,Televendas,Crédito,Centro-Oeste,GO
167,2024-01-05,1,217,13,1,2378.37,0.07199237279633364,2066.57,2207.15,2066.57,140.58,E-commerce,Crédito,Norte,AM
168,2024-01-05,3,108,12,4,76.4,0.03811070903723557,42.48,293.95,169.92,124.03,Loja Física,Crédito,Centro-Oeste,MT
169,2024-01-05,49,189,1,3,1020.25,0.04547509561982648,727.8,2921.56,2183.4,738.16,E-commerce,Crédito,Centro-Oeste,MT
170,2024-01-05,16,216,3,1,200.56,0.051615614511092436,114.99,190.21,114.99,75.22,Representante,Débito,Norte,PA
171,2024-01-05,54,208,6,4,1282.02,0.04468905614900601,932.33,4898.91,3729.32,1169.59,Representante,Crédito,Sudeste,ES
172,2024-01-05,59,154,9,3,5244.21,0.08267695308492,2982.45,14431.9,8947.35,5484.55,E-commerce,Débito,Sudeste,RJ
173,2024-01-05,14,79,5,1,82.94,0.056919265680665354,56.94,78.22,56.94,21.28,Loja Física,Pix,Nordeste,BA
174,2024-01-05,59,215,13,1,5007.22,0.030595122789914903,2982.45,4854.02,2982.45,1871.57,Loja Física,Crédito,Sul,RS
175,2024-01-05,18,187,10,1,4060.78,0.058280809220055366,3306.91,3824.11,3306.91,517.2,Loja Física,Boleto,Norte,AM
176,2024-01-05,44,188,13,1,212.79,0.0555585365847633,161.02,200.97,161.02,39.95,Televendas,Pix,Sul,RS
177,2024-01-05,55,215,12,1,564.76,0.05777182242888365,318.14,532.13,318.14,213.99,Loja Física,Crédito,Sul,RS
178,2024-01-05,22,153,13,1,175.11,0.09779261591246874,133.97,157.99,133.97,24.02,Loja Física,Crédito,Sul,SC
179,2024-01-05,2,55,3,2,971.88,0.060940344262474896,652.08,1825.31,1304.16,521.15,Loja Física,Crédito,Norte,AM
180,2024-01-05,35,123,7,1,350.13,0.018895520017424762,279.36,343.51,279.36,64.15,E-commerce,Crédito,Sudeste,ES
181,2024-01-05,16,184,12,4,188.85,0.059067689542354015,114.99,710.78,459.96,250.82,Loja Física,Crédito,Sudeste,ES
182,2024-01-05,39,84,5,1,3811.78,0.027306544918348042,2168.19,3707.69,2168.19,1539.5,E-commerce,Crédito,Centro-Oeste,DF
183,2024-01-05,56,158,2,1,95.67,0.005852083367072509,63.89,95.11,63.89,31.22,Loja Física,Débito,Nordeste,PE
184,2024-01-05,24,196,12,3,109.72,0.06603714664080333,77.63,307.42,232.89,74.53,E-commerce,Pix,Centro-Oeste,MT
185,2024-01-05,60,198,7,2,453.52,0.043496389843332074,311.51,867.59,623.02,244.57,E-commerce,Débito,Norte,AM
186,2024-01-05,13,153,7,5,1755.02,0.11242217115575431,1224.05,7788.58,6120.25,1668.33,Loja Física,Débito,Sul,SC
187,2024-01-05,45,110,10,1,2206.68,0.07791900486400727,1511.91,2034.74,1511.91,522.83,E-commerce,Pix,Sudeste,ES
188,2024-01-05,58,3,8,1,1199.29,0.06858507412501047,848.57,1117.04,848.57,268.47,Representante,Crédito,Sudeste,ES
189,2024-01-05,17,216,3,2,184.14,0.015927598741471073,151.37,362.41,302.74,59.67,Loja Física,Crédito,Norte,PA
190,2024-01-05,47,89,9,2,233.53,0.1025135756873926,162.51,419.18,325.02,94.16,Loja Física,Boleto,Sudeste,ES
191,2024-01-05,56,67,11,1,110.09,0.0366891357997405,63.89,106.05,63.89,42.16,Representante,Crédito,Centro-Oeste,GO
192,2024-01-05,40,25,5,1,691.41,0.06293171920500691,424.92,647.9,424.92,222.98,Representante,Pix,Centro-Oeste,DF
193,2024-01-05,38,72,11,1,578.71,0.02983443850899901,446.28,561.44,446.28,115.16,E-commerce,Crédito,Sudeste,SP
194,2024-01-05,60,176,13,2,456.05,0.08060946840871659,311.51,838.58,623.02,215.56,Representante,Pix,Sudeste,ES
195,2024-01-05,51,186,3,1,97.01,0.09693414651472067,66.09,87.61,66.09,21.52,Loja Física,Crédito,Centro-Oeste,MT
196,2024-01-05,45,33,6,1,2211.78,0.04093558708330479,1511.91,2121.24,1511.91,609.33,E-commerce,Crédito,Norte,AM
197,2024-01-05,59,59,9,1,5094.05,0.06740966903901832,2982.45,4750.66,2982.45,1768.21,E-commerce,Crédito,Sudeste,RJ
198,2024-01-05,60,7,5,2,450.31,0.032934273728666454,311.51,870.96,623.02,247.94,Televendas,Crédito,Sudeste,RJ
199,2024-01-05,43,181,14,2,335.01,0.09724526049593758,222.3,604.86,444.6,160.26,Loja Física,Pix,Norte,AM
200,2024-01-05,2,13,14,1,876.56,0.03308814553923384,652.08,847.56,652.08,195.48,Televendas,Boleto,Norte,AM
201,2024-01-05,34,188,8,2,235.93,0.01659136865907481,181.33,464.03,362.66,101.37,Representante,Pix,Sul,RS
202,2024-01-05,7,74,9,3,5518.71,0.001170115038727694,3103.15,16536.76,9309.45,7227.31,Televendas,Boleto,Sudeste,RJ
203,2024-01-05,30,37,13,1,510.38,0.017505865536757932,312.5,501.45,312.5,188.95,Televendas,Crédito,Norte,PA
204,2024-01-05,4,219,1,1,185.11,0.11693612080173937,143.92,163.46,143.92,19.54,Televendas,Crédito,Norte,AM
205,2024-01-05,22,218,8,1,176.15,0.019483892253740864,133.97,172.72,133.97,38.75,Loja Física,Crédito,Centro-Oeste,GO
206,2024-01-06,6,111,3,1,289.1,0.029039409385716464,220.14,280.7,220.14,60.56,Televendas,Pix,Centro-Oeste,DF
207,2024-01-06,35,141,9,1,364.29,0.09974617798513251,279.36,327.95,279.36,48.59,E-commerce,Crédito,Centro-Oeste,GO
